dept_id,cat_id,item_id,state_id,store_id,datetime,sales
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-02,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-02,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-02,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-02,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-02,1.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-02,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-02,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-02,1.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-02,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-03,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-03,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-03,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-03,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-03,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-03,1.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-03,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-03,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-03,1.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-04,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-04,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-04,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-04,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-04,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-04,1.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-04,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-04,2.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-04,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-05,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-05,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-05,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-05,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-05,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-05,1.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-05,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-05,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-05,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-06,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-07,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-08,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-09,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-09,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-09,3.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-09,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-09,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-09,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-09,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-09,3.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-09,1.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-10,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-10,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-10,4.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-10,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-10,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-10,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-10,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-10,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-10,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-11,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-11,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-11,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-11,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-11,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-11,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-11,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-11,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-11,2.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-12,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-12,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-12,1.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-12,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-12,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-12,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-12,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-12,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-12,3.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-13,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-13,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-13,1.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-13,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-13,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-13,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-13,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-13,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-13,2.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-14,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-15,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-15,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-15,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-15,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-15,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-15,1.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-15,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-15,2.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-15,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-16,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-16,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-16,2.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-16,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-16,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-16,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-16,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-16,1.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-16,1.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-17,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-17,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-17,1.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-17,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-17,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-17,2.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-17,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-17,0.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-17,0.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-18,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-18,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-18,0.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-18,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-18,0.0
FOODS_1,FOODS,FOODS_1_003,TX,TX_1,2014-01-18,0.0
FOODS_1,FOODS,FOODS_1_001,WI,WI_1,2014-01-18,0.0
FOODS_1,FOODS,FOODS_1_002,WI,WI_1,2014-01-18,3.0
FOODS_1,FOODS,FOODS_1_003,WI,WI_1,2014-01-18,2.0
FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2014-01-19,0.0
FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2014-01-19,0.0
FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2014-01-19,1.0
FOODS_1,FOODS,FOODS_1_001,TX,TX_1,2014-01-19,0.0
FOODS_1,FOODS,FOODS_1_002,TX,TX_1,2014-01-19,0.0
